Texto,Label Sobre Produto,Label Sobre Loja,Polaridade do review,,,,,,,
mandaram um dos cabos errado,,Store,,,,,,,,
Pouca comunicação e falta de informação após a compra. Impossível realizar o rastreio.,,Store,,,,,,,,
"Tenho o quantum fly, gostaria de mais opção de capinhas para celular, opções muito limitadas.",,Store,,,,,,,,
OS dotz na compra não foram créditados.,,Store,,,,,,,,
Faltou informações da compra durante a espera de entrega. Se eu não pergunto eu não recebo informações ( código de rastreio ).,,Store,,,,,,,,
O frete poderia ser mais barato mas chega rápido,,Store,,,,,,,,
Demorou mouito em todas as etapas,,Store,,,,,,,,
Muito boa a loja!Tem de tudo um pouco.Gostamos!,,Store,,,,,,,,
Entrega em atraso.,,Store,,,,,,,,
Não recebi até o momento,,Store,,,,,,,,
A loja em si é boa. Entrega rápido. O aparelho é que deixa a desejar.,,Store,,,,,,,,
Ótimo atendimento e rapidez na entrega. Só o preço que não é convidadtivo. Mas os produtos são de primeira.,,Store,,,,,,,,
Não respondem ao email encaminhado para solicitação de troca.,,Store,,,,,,,,
lixo de atendimento,,Store,,,,,,,,
Prazo de entrega não cumprido. Até hj 15/05 não recebi mercadoria.,,Store,,,,,,,,
"Pela propaganda enganosa. O produto não tem boa qualidade tecido se desgastou rapidamente e não cumpre o que prometeu, estou decepcionada",,Store,,,,,,,,
acho que o frete não deveria ser cobrado dependendo do valor da compra.,,Store,,,,,,,,
Gostei dos preços e da possibilidade de poder aproveitar as ofertas sem sair de casa.,,Store,,,,,,,,
Comprei o produto a mais de 15 dias e ainda não recebi. E pior a Dipollini não respondem nada.,,Store,,,,,,,,
Nunca mais compro nada com vocês.,,Store,,,,,,,,
Desta vez estou fustrado.,,Store,,,,,,,,
"Muito decepcionado com os serviços prestados na entrega, pois por muito pouco não perdia o aniversário de meu pai por o presente ainda estar em transito",,Store,,,,,,,,
porq a parte da troca e dificil,,Store,,,,,,,,
preços as vezes estao fora do comum.,,Store,,,,,,,,
gosto da loja tem muitos produtos bons e interessante.,,Store,,,,,,,,
Houve atraso na entrega e um produto nao foi entregue por falta.,,Store,,,,,,,,
Pois realizei apenas um compra.,,Store,,,,,,,,
"A quantum precisa de aprimorar os portais/blogs, instruindo a resolução dos problemas. Não adianta existir esse espaço se toda pergunta que se faz eles nos jogam para a assistência técnica. Por que já não se faz um primeiro atendimento mais acertivo?",,Store,,,,,,,,
"Não acho os preços competitivos. São os mesmos preços de lojas físicas. Não faz sentido, pois além do produto ainda tem o frete.",,Store,,,,,,,,
"Se vende produto que não apresenta o efeito que se publica, incorre na prática de publicidade enganosa!",,Store,,,,,,,,
"Em resumo, o Terno entregaram de cor diferente, porém. todo amarrotado, enquanto a camisa em perfeita ordem.",,Store,,,,,,,,
"Loja sempre excelente, já fiz muitas compras e nunca me decepcionei.",,Store,,,,,,,,
Chegou no prazo previsto loja muito atenciosa.,,Store,,,,,,,,
"Bom, mas a cor não bate com a cor do banco.",,Store,,,,,,,,
"Apesar dos inúmeros problemas com os Correios, gerando inúmeros atrasos, tudo foi entregue. Precisam de outra transportadora e serem mais rápidos no despacho.",,Store,,,,,,,,
Estou em tentativa de uma troca sem suceso,,Store,,,,,,,,
"a previsão de entrega era de 4 dias, porem, demorou 19 dias para ser entrega, e",,Store,,,,,,,,
Acho antiquada a lógica de comparação e a navegação. Poderia evoluir também na questão de cadastro de endereço pois é contra-intuitivo e as vezes fica difícil achar,,Store,,,,,,,,
Não recebi o pedido.,,Store,,,,,,,,
Achei que demora muito o processo de analise de compra. Mas no geral foi bom. Obrigada,,Store,,,,,,,,
"achei que fosse uma loja boa, mas estou com problemas para efetuar a troca de um produto que veio com defeito",,Store,,,,,,,,
"Gosto de comprar na loja online da boticario, mas demora muito a chegar os produtos.",,Store,,,,,,,,
"Boa loja, só não enviam amostras.",,Store,,,,,,,,
"Luvinha de baixa qualidade, tecido esquenta demais e borracha que fica na palma da mão não tem aderência.",Product,,,,,,,,,
Squeeze sai facilmente o desenho (descasca).,Product,,,,,,,,,
Sistema muito complicado,,Store,,,,,,,,
"atendimento bom e entrega ràpida, mas um dos produtos vei trocado...",,Store,,,,,,,,
Porque a loja não foi honesta na venda dos cilios.,,Store,,,,,,,,
TENHO FEITO COMPRAS SEMPRE PELA INTERNET INCLUSIVE JOIAS E NUNCA TIVE PROBLEMAS QUANTO A ENTREGA.,,Store,,,,,,,,
FIZ A COMPRA EM 13 DE MARÇO E ATÉ AGORA DIA 24 DE MARÇO (PASSADOS 11 DIAS) AINDA NÃO RECEBI O PRODUTO.,,Store,,,,,,,,
ENTREI EM CONTATO NO INICIO DESTA SEMANA COM A HOPE E OBTIVE COMO RESPOSTA QUE O CORREIO IRIA DEMORAR NA ENTREGA E NADA MAIS ME FOI DITO.,,Store,,,,,,,,
GOSTARIA QUE OS SENHORES TOMASSEM A PROVIDENCIA PARA EU RECEBER OS PRODUTOS POIS CASO CONTRARIO VOU CANCELAR A COMPRA.,,Store,,,,,,,,
"Ótimo atendimento, entrega rápida!",,Store,,,,,,,,
Demorou pra postar mandaram codigo de rastreio errado ?,,Store,,,,,,,,
"Deveria trocar o entregador (correios), por transportadora privada, pois comprei o tênis e tive que retirar no correios devido a restrição de entrega o que deixou sem prazo para ser entregue na minha casa, sem contar p transtorno por ser um presente para o aniversário da minha mãe, que acabou sendo entregue com atraso. Palhaçada, fiquem mais esperto porque se fosse outro cliente ele processaria vocês.",,Store,,,,,,,,
"Visitando o site,eu li a fragrância e gostei. Amei",,Store,,,,,,,,
esta loja tem variedade  de componentes eletrônicos ótimo preço e atendimento recomendo,,Store,,,,,,,,
"Aparentemente um celular, bonito e com o preço de promoção.",Product,,,,,,,,,
"Bom ! e leve , silencioso ate eu diria, seca bem mas nao e muito potente, para quem necessita de algo potente nao indico, mas me atende super bem !",Product,,,,,,,,,
Pela segunda vez entregaram com 1 dia de atraso.,,Store,,,,,,,,
"Em relação à compra no site, foi fácil.",,Store,,,,,,,,
"Não recebi a nota fiscal, apenas o recibo do pedido!",,Store,,,,,,,,
pesquisa na internet.,,Store,,,,,,,,
"Eu acho que quando se coloca um prazo no site tem qhe ser cumprido. Ok imprevisto acontecem, mas entao tem que ser avisado.",,Store,,,,,,,,
E quando chegou os produtos foi uma burocria pra agendar a montagem. Os montadores insatisfeitos com o e-comerce pois levam mais de 30 dias para receber.,,Store,,,,,,,,
"O montador montou tudo e deixou uma sujeirada, eu gravida com barrigao de repouso tive que esperar pelo meu marido para limpar.",,Store,,,,,,,,
Nao respeitam o prazo de entrega especificado na hora da compra.,,Store,,,,,,,,
Enrolam bastante,,Store,,,,,,,,
"ATÉ HOJE, NUMA UNICA COMPRA QUE FIZ PELA LOJA VIRTUAL NÃO RECEBI MEU PRODUTO E NEM SATISFAÇÃO PELA NÃO ENTREGA DO MESMO :,(",,Store,,,,,,,,
Nao gostei porque a complicacao de vcs para trocar é prssima que nos fazem desistir!,,Store,,,,,,,,
"Achei que demorou um pouco, mas não foi nem culpa da loja e sim dos correios.",,Store,,,,,,,,
"Agendei uma data, pagando por tal serviço e não cumpriram. Nem avisaram. Não gostei atendimento. Fiz compra a vista.",,Store,,,,,,,,
"Tive um bom atendimento, a entrega dentro do prazo.",,Store,,,,,,,,
Insatisfeita com o produto,Product,,,,,,,,,
Demora no envio do produto.,,Store,,,,,,,,
Preços muito bom e muitas variedades de produtos,,Store,,,,,,,,
Gostei! Entrega rápida,,Store,,,,,,,,
Demora demais na entrega.,,Store,,,,,,,,
a interface de usuario logado é limitada e pouco intuitiva.,,Store,,,,,,,,
porem equipe de suporte é super atenciosa e prestativa.,,Store,,,,,,,,
Aparelho oferecido pela quantum é muito ruim.,Product,,,,,,,,,
"pontualidade excelente, mas a caixa do produto não estava lacrada.",,Store,,,,,,,,
Tinha que oferecer os paineis e perguntarem qual o modelo do automovel para estalar,,Store,,,,,,,,
"Atende ao que se propõe, mas poderia oferecer pelo menos frete grátis, uma vez que são produtos com um valor considerável. Grato",,Store,,,,,,,,
Porque. Comprei um kit de 10. Unidades... e me mandaram 7.. e ate agora nao me deu um parecer ... sacanagem,,Store,,,,,,,,
Chegou tudo direito,,Store,,,,,,,,
"O frete é o mais caro de todas as lojas onde compro. Poderíam dar opções de frete mais barato para o cliente escolher, como fazem as outras lojas.",,Store,,,,,,,,
A loja demora muito pra devolver o dinheiro ao cliente. Ficam dando desculpas e enrolando. Primeira e última compra na mesma.,,Store,,,,,,,,
"Aparentemente o produto chegou ok, mas ontem me deparei com uma situação chata, onde uma das bases veio violada, e pesando um pouco menos do indicado.",,Store,,,,,,,,
"A loja precisa de uma logistica de reposição de peças com mais eficiência, nós consumidores do e-commerce temos apenas um clique pra comprar ou não o produto, qd ele está no roll de opções pra compra e não disponível por estar esgotado cancelamos todo o carrinho pra esperar a peça que procuramos. E te garanto que 90% dos clientes não esperam a peça pra realizar novamente a compra... pensem nisso... outra dica são descontos que vcs poderiam oferecer a clientes que compram muitas vezes, já existem muitas lojas que fazem isso e nao apenas desconto no boleto. E-commerce é bom mas por um detalhe pode perder muitos clientes. É isso...abraço!",,Store,,,,,,,,
"Não gostei da forma que fizeram eu escolher entre a devolução ou crédito, tinha outro tamanho não me ofereceram, verifiquei no site ainda tinha pra vender, me comuniquei falando que queria o tamanho maior, me informaram então pra eu entrar no site e comprar, mas somente 1 blusa??? E o frete?? Não se trata assim uma cliente. Muito decepcionada!!!",,Store,,,,,,,,
comodidade e facilidade,,Store,,,,,,,,
Boa loja. Recomendo.,,Store,,,,,,,,
"Atendimento péssimo e o produto que adquiri pior ainda, veio errado!",,Store,,,,,,,,
Serviço de entrega super rápido.,,Store,,,,,,,,
Péssimo contato. Péssimo atendimento. Muita demora para qualquer tipo de contato ou entrega/devolução de produto.,,Store,,,,,,,,
"Compra concretizada com sucesso, mas demorou um pouco mais do que a compra feita no mesmo dia na olympicus",,Store,,,,,,,,
O site é super bacana!,,Store,,,,,,,,
Falta mais detalhes na descrição das peças e fotos que mostrem melhores as roupas.,,Store,,,,,,,,
atendimento foi bom so nao gostei o que site diz que e original tenho minhas duvidas.,,Store,,,,,,,,
Não recebi a minha encomenda.,,Store,,,,,,,,
"Você tem dificuldades para acompanhar o seu pedido, demora na entrega, provavelmente devido a intermediação que ocorre entre o cliente e a loja.",,Store,,,,,,,,
recebi o fogao manchado 2x. lamentável!,Product,,,,,,,,,
"Em questão ao atendimento na loja está muito abaixo do normal, por 2 vezes minha esposa foi mal tratada na loja na via expressa em Capoeiras/Florianópolis. O atendente chegou a falar a ela que não estava ali brincando. HORRÍVEL ela ficou muito constrangida sendo que nós só queríamos testar um ventilador e fomos perguntar se tinha mais alguém pra testar além dele pois estava demorando muito.",,Store,,,,,,,,
"A loja on-line é super fácil de usar, mas só acho que devem dar mais opções de tamanhos em alguns tipos de sutiãs que são apresentados somente com numeração P, M e G. Eu, que tenho muito volume de seio e costas pequenas, preciso muito da numeração do tipo tamanho e taça (ex. 44 C).",,Store,,,,,,,,
por apresentar um preço melhor em relaçao as outras; o que não quer dizer que o preço seja tão bom assim. até pq não estou vendo resultado no creme em relação ao aumento de seios.,,Store,,,,,,,,
"boa tarde,comprei pela segunda vez o mesmo produto e não funciona paguei nova mente para instalar e ja esta piscando o led como da outra vez de para de funcionar por isso estou insatisfeito com o produto se quiser mando fotos ok obrigado.",,Store,,,,,,,,
"conheço a loja física e sempre fui bem atendida, via internet também",,Store,,,,,,,,
"Achei que estava avaliando o produto, por isso a nota foi baixa aqui. A loja foi excelente! Produto com embalagem bonita, entrega rápida. Tudo certo quanto à loja.",,Store,,,,,,,,
"Sinceramente a parte da compra que não gostei e da forma que recebi os perecíveis. Foram enviamos em uma caixa de papelão e chegaram derretidos. Os iogurtes perderam a cadeia de frio. Por isso tive que devolver tudo. O resto ok mas na minha opinião se fazem delivery de perecíveis precisamos melhorar a forma de envio. O iogurte eu tinha comprado para meus filhos, então sinceramente receber desse jeito me deixou muito desapontada... nunca daria um iogurte que possa ter perdido a cadeia de frio para eles.",,Store,,,,,,,,
"A mercadoria selecionada blusa ampla, com mangas compridas não foi enviada, em seu lugar veio uma regata. Fiquei extremamente frustrada com isso.",,Store,,,,,,,,
"É fácil comprar, a entrega foi no prazo, mas o retorno, logo após a compra, poderia ser mais rápido",,Store,,,,,,,,Store
porque aumentou meu nivel de imunidade que estava baixissimo chegando a ter uma ameaça de pneumonia por causa de um copo de agua gelada num dia quente.,Product,,,,,,,,,
Muito descuido e descaso com a embalagem de um instrumento musical. Péssima!,,Store,,,,,,,,
"o produto demorou muito, mais do que estava previsto e até agora não o recebi !",,Store,,,,,,,,
foi devolvido ao remetente e a Amais Skateboard não tomou nenhuma atitude em me contactar e nem nada.,,Store,,,,,,,,
bom atendimento comprometimento com seus clientes,,Store,,,,,,,,
Desculpa quanto a loja acho muito boa ... somente este adesivo de azulejos que deixou a desejar ... a nota para a loja seria 4 ou 5.,,Store,,,,,,,,
"A compra foi fácil e rápida, produto de qualidade.",,Store,,,,,,,,
"Péssima experiência. A toque a campainha me instruiu a comprar uma cômoda errada, que não atendia ao projeto que me foi prometido. Estou tentando resolver este problema até hoje, sendo tratado com descaso e sem a devida atenção.",,Store,,,,,,,,
"Demora na entrega, baixo padrão de atendimento, normalmente não encontrado no mercado livre.",,Store,,,,,,,,
Preço e a quantidade do produto!,,Store,,,,,,,,
"A entrega foi rápida, mas nunca recebo resposta sobre a minha conta que está em nome de outro.",,Store,,,,,,,,
"excepcional, gostei muito.",,Store,,,,,,,,
Porque meu produto veio com vazamento e ate agora nao me mandaram outro me arrenpendi da compra,,Store,,,,,,,,
sou iniciante e até agora essa loja tem me ajudado,,Store,,,,,,,,
Preços mais acessíveis,,Store,,,,,,,,
"Loja boa, com bons produtos, porém a descrição dos itens no site, poderia ser um pouco mais detalhada, ou o resumo ser um pouco mais detalhado, pois comprei um produto com desconto, achei que tinha adquirido o errado, depois descobri que era o certo, mas não continuei com o desconto que havia conseguido anteriormente.",,Store,,,,,,,,
"A loja foi atenciosa, fez uma boa entrega, e não deixou de dar retorno quando reclamei do produto.",,Store,,,,,,,,
"Até o momento nao recebi a bota, ja expirou ha muito tempo o prazo de entrega",,Store,,,,,,,,
"Primeira compra. Envio de produto errado, mas troca sem maiores problemas.",,Store,,,,,,,,
"Apesar do produto ter chegado no prazo a loja não dispõe de atendimento próprio, então como meu produto chegou com defeito tive que entrar em contato diretamente com a Brastemp, que dois meses depois ainda não solucionou o problema e nem sequer iniciou qualquer procedimento para isso.",,Store,,,,,,,,
"não entregam o produto, no dia estimulado e nem dão informação sobre o atraso.",,Store,,,,,,,,
Não achei um aparelho confiável.,Product,,,,,,,,,
Demora na entrega.,,Store,,,,,,,,
Comprei dois sapatos com a mesma numeração. Um ficou muito apertado e outro folgado demais. O padrão de tamanho de vocês não serve para comprar por internet.,,Store,,,,,,,,
"Não recebi os produtos no prazo, espero pelo menos receber mesmo com atraso",,Store,,,,,,,,
Fiz a compra do produto no dia 20/07 e recebi no dia 09/08.,,Store,,,,,,,,
Entrei em contato com a Connect parts para solicitar a troca e pois o equipamento veio com defeito e fui informado que todo processo de troca deve ser feito direto com a Multilaser.,,Store,,,,,,,,
"Não se responsabilizam pelo equipamento e nem deram garantia, estou enviando para a fabrica.",,Store,,,,,,,,
Não compro mais nessa loja.,,Store,,,,,,,,
Sugiro melhor descrição das peças.,,Store,,,,,,,,
"Entrega e embalagem, são perfeitas.",,Store,,,,,,,,
"Aroma muito bom! Mas infelizmente fixação e Projeção inexistentes! Tempo de entrega regular, e embalagem dos produtos ótima!",,Store,,,,,,,,
"Fiquei muito insatisfeita com a loja. Devido eu ter comprado em uma data e a entrega foi fora do prazo previsto,ocorreu um imprevisto no correio por estar demorando a chegada do produto entrei em contato com a loja e nem eles sabiam dizer o que tinha acontecido. Enfim chegou após o aniversário da minha amiga",,Store,,,,,,,,
Produto excelente conforme a foto...,,Store,,,,,,,,
"a unica coisa q não gostei foi q precisei trocar o tamanho, e a loja prontamente trocou, só nao gostei pq teve q pagar o Sedex na devolução",,Store,,,,,,,,
"Prático, mas a entrega muito demorada, terrível!",,Store,,,,,,,,
"Gostei de compra,se agente tiver alguma dúvida na compra eles ajudar a tirar a dúvida...!",,Store,,,,,,,,
e pessima eu nao compro nunca mais por que eu paguei pelo produto mais nao recebi,,Store,,,,,,,,
o prazo de entrega era de 7 dias mais ja faz quase um mes que pedi e ate hoje nada,,Store,,,,,,,,
estou revoltada com a demora e a falta de explicação,,Store,,,,,,,,
Não gostei do produto,Product,,,,,,,,,
via site nao tenho mais detalhe,,Store,,,,,,,,
"a loja e boa mais esse produto que comprei e pessimo e ai como fico, com o prejuiso kit xenon hb4 8000k espero resposta",,Store,,,,,,,,
"Foi minha primeira compra, vamos ver como serão as outras...",,Store,,,,,,,,
- Porque a porta chegou com amassado;,,Store,,,,,,,,
-Por que após o produto chegar mandei um e-mail perguntando qual o tipo de tinta deveria utilizar e não obtive resposta alguma (sentimento de pós venda ruim!);,,Store,,,,,,,,
Entrega muito rápida!,,Store,,,,,,,,
As ligações são péssimas e o sinal horrível!!,,Store,,,,,,,,
Tivemos problema com o pedido que vocês nao localizaram o pagamento. Demorou,,Store,,,,,,,,
"Por que é uma boa loja, mais acho que dar para melhorar mais",,Store,,,,,,,,
Entrega do produto enrolada,,Store,,,,,,,,
"Sempre compro os produtos da Studio Geek pois me identifico, porém dessa vez me decepcionei porque minha encomenda demorou muito. Penso que o transporte deveria ser através de transportadora para agilizar. Quando a devolução e troca também foi outra decepção pois o cliente tem custas da qual não deveria.",,Store,,,,,,,,
"Não recebi o vestido, não tinha meu número",,Store,,,,,,,,
Entrega perfeita<3,,Store,,,,,,,,
"Muito boa, site descomplicado!",,Store,,,,,,,,
"Foi a primeira compra que fiz, achei muito demorada a entrega.",,Store,,,,,,,,
A loja foi ótima! muito fácil de pagar com transferência e entregaram tão rápido que até me assustei. Agora tudo relacionado a games vou tentar comprar por aqui :D,,Store,,,,,,,,
"Fiz contato através de e-mail e a resposta para fazer a reclamação noite, foi registrada a reclamação e até então nenhuma satisfação me foi dada. Produto de qualidade muito ruim.",,Store,,,,,,,,
Atendimento muito ruim tanto para informações e rastreio quanto para devolucao.,,Store,,,,,,,,
Me frustrei pelo produto errado e meus gatos não gostaram muito também.,,Store,,,,,,,,
Quanto ao atendimento da loja e agilidade na entrega é bom.,,Store,,,,,,,,
"COMPRAR NA HONEYBE É EXCELENTE, MAS DEIXAM A DESEJAR NO PRAZO DE ENTREGA. PODERIA MELHORAR BASTANTE.",,Store,,,,,,,,
Poderia ser mais fofinho ele ė um pouco duro.,Product,,,,,,,,,
Já falei meu comentário que a placa veio com defeito o melhor dizendo quebrada estou enviando e volta para que seja feita a troca achei um absurdo ter que pagar novamente o frete o produto vai na caixa original que veio mas não vai com a nota fiscal pois eu não recebi nota fiscal do produto.,,Store,,,,,,,,
Demorado para quem tem pressa na entrega de produtos.,,Store,,,,,,,,
Sugiro entrega motoboy uma vez que compradores estão em SP.,,Store,,,,,,,,
atrasou bastante a entrega! demorou uns 20 dias para o produto chegar!!! um absurdo!!!,,Store,,,,,,,,
"Achei bom, é acesso ao site e a visualização é boa.",,Store,,,,,,,,
"Primeira vez que compro, correu tudo bem.",,Store,,,,,,,,
Tentei trocar um produto que não gostei e sequer me responderam. Perderam um cliente antigo. Na Época não compro mais.,,Store,,,,,,,,
Eu achei que eles podiam ter me dado o desconto uma vez que o produto entrou em oferta na mesma data. Telefonei solicitando o desconto mas não fui atendido.,,Store,,,,,,,,
Nao me deu o suporte que precisava quanto ao produto que nao deu certo..,,Store,,,,,,,,
"Não gostei de alguns produtos que me enviaram e dos 7 produtos só queria ficar com 2, então preferir pedi o reembolso mas está demorando muito pois o código reverso deles com o correio não está funcionando, não sei qual problema eles tiveram com o correio mas acabou me prejudicando!",,Store,,,,,,,,
"O atendimento foi ótimo , mas não chegou dentro do prazo",,Store,,,,,,,,
Mandam o produto errado. Reclamei. Mandam recolher todos os volumes enquanto que só erraram na cama. Reclamei. Precisei ligar para dar andamento pq não houve resposta por email.,,Store,,,,,,,,
"Gostei pois chegou no prazo, antes do esperado e também a forma de pagamento.",,Store,,,,,,,,
"Veio em um saco gigante, caixa toda amassada com um parte rasgada e o relógio jogado de qualquer jeito. Esperava algo certinho para apenas embrulhar pra presente, agora tive que comprar uma caixa, embalar, etc o que dá um ar de relógio falso, com um certificado de garantia ok alí para disfarçar. Obrigado",,Store,,,,,,,,
"como enviam uma pesquisa para um cliente que não recebeu a mercadoria, é muitas cara de pau, empresa sem comprometimento com prazos, não é confiável, não tem profissionalismo.",,Store,,,,,,,,
Protuto só me deu prejuizo. muito ruim essa decisão de compar.,,Store,,,,,,,,
"JÁ COMPREI MUITAS PEÇAS NA LOJA, PORQ ACHO OS MODELOS PELA FOTO BONITOS, MAS SEMPRE ESPERO MAIS DA ROUPA E QUANDO CHEGA Ñ É EXATAMENTE O Q PENSEI.",,Store,,,,,,,,
Atendimento muito bom e entrega rapida e embalagem muito bem feita. Gostei muoto.,,Store,,,,,,,,
comunicação ruim para saber entrega do produto,,Store,,,,,,,,
"Tudo certo, porém as formas de pagamento poderiam ser mais variadas e o prazo de entrega menor. Na mesma data, comprei um produto no Mercado Livre e além do frete grátis, chegou em 2 dias.",,Store,,,,,,,,
"porque aparentemente a loja é boa mais o atendimento do sac é pessimo demora mil anos para atender teve dia que liguei umas 15 vezes seguidas e ninguem atendeu, e esta demorando muito para fazer a minha troca do secador.",,Store,,,,,,,,
recebi um produto estragado fiz reclamacao e a loja nao trocou o produto.,,Store,,,,,,,,
"Tudo muito rápido e agil, o porém foi o que descrevi anteriormente.",,Store,,,,,,,,
A loja demorou muito para o envio!,,Store,,,,,,,,
"Já havia comprado antes na loja, mas ate então não tinha problemas,  solicitei uma troca e não obtive nenhuma resposta da loja.",,Store,,,,,,,,
Ate boa demorou para avaliar meu cadastro e liberar a compra,,Store,,,,,,,,
"A loja demorou dias para fazer a confirmação de pagamento e enviar o produto ,tive que enviar 2 emails após dias mesmo enviando comprovante do pagamento,mas depois chegou tudo certinho e funciona.",,Store,,,,,,,,
Dentro do prazo d entrega,,Store,,,,,,,,
"Uma empresa quanto consegue colocar no mercado uma marca (seja ela qual for), sabe a dificuldade que enfrentou para chegar onde chegou, mas para se manter no mercado, é preciso alem de um produto de qualidade, ter também profissionais treinados e capacitados para solucionar problemas de seus clientes.",,Store,,,,,,,,
Onde andará o meu pedido que não chegou na data prometida?,,Store,,,,,,,,
Comprei e não tinha em estoque e ainda me mandaram vazo rachado. Passou do prazo de entrega,,Store,,,,,,,,
"Loja online ótima, pedido entregue antes do prazo, sem problemas.",,Store,,,,,,,,
O produto não cumpriu o prometido. No meu cabelo não fez absolutamente nada.,Product,,,,,,,,,
Estou muito decepcionada. Gostaria de receber meu dinheiro de volta ou trocar o produto,Product,,,,,,,,,
"o processo de compra foi excelente, muito eficiente e rápido. Recomendo a compra mas não o produto, Fico receoso de em futuras compras comprar produtos ruins como este.",Product,,,,,,,,,
"tecido lindo,tamanho pequeno",Product,,,,,,,,,
Atendimento bom,,Store,,,,,,,,
"Teve um probleminha com o endereço de entrega de um presente, mas o atendimento foi bom.",,Store,,,,,,,,
NÃO RECEBI O PRODUTO,,Store,,,,,,,,
"Alguns equipamentos de regular a bons, o xenôn péssimo.",Product,,,,,,,,,
MEIO DEMORADO...E NÃO ENVIAM EMAIL DE COMO ESTÁ O ANDAMENTO DO PRODUTO...DA IMPRESSÃO QUE NÃO EXISTE A LOJA OU NÃO TEM O PRODUTO,,Store,,,,,,,,
Loja boa. Não superou expectativa mas cumpriu seu papel.,,Store,,,,,,,,
"Loja que recomendo aos amigos.Nota 04,os correios atrazaram um pouco a entrega.",,Store,,,,,,,,
"Até hoje 17/03/2016 não recebi o produto, ja fiz contato com a transportadora e com a loja Cirilo Cabos e ninguém resolve o problema, ficam no jogo de empurra.",,Store,,,,,,,,
"Apos pagar o boleto, fui informada  por e-mail o prazo de 8 dias úteis para a entrega do produto. Pedi o vestido dia 15/04, paguei o boleto dia 19/04. E o vestido só chegou dia 05/05. Acredito que se houvesse sinceridade nos dias da entrega  eu confiaria mais.",,Store,,,,,,,,
"Essa foi minha primeira compra e demoraram muito para confirmar meu pagamento. Enviei e-mails cobrando alguma posição e não obtive resposta. Após ligar, e mandar e-mails confirmaram meu pagamento mas não me mandaram e-mail quando o produto estava pronto pra ser retirado. Fiquei decepcionado por ser minha primeira compra, espero que não aconteça em uma proxima vez.",,Store,,,,,,,,
Fiz uma compra pelo SITE e o boleto expirou antes do prazo. liguei no televendas que emitiu outro boleto. Isso de fato é um problema grave. efetuei a compra pq precisava do produto e o televendas me atendeu pronta e rapidamente.,,Store,,,,,,,,
demora uma eternidade a entrega estourando o prazo q e dado pela  loja,,Store,,,,,,,,
FATURAMENTO CELULAR DE R$134 ESPERANDO ATENDIMENTO VESTCASA NO TELEFONE.,,Store,,,,,,,,
"Comprei pela internet um jogo de cama, paguei certinho com cartão de crédito, chegou o produto e era de dimensões pequenas. No mesmo dia liguei para o atendimento Vestcasa, eles me mandaram um email com as informações para postar o produto nos correios para enviar de volta para a loja. Assim que eles iam receber o produto, eu ia ganhar um cupom de desconto com o valor da compra para poder adquirir o jogo de cama que eu queria (das dimensões que eu queria). Postei nos Correios e fiquei esperando, acompanhando neste tempo o código de rastreio. Eles receberam o produto alguns dias depois. E eu fiquei esperando por duas semanas o meu código de cupom. Nestas duas semanas liguei desesperada para o atendimento VEST CASA nos telefones: (11) 31954105 e (11) 39560060 esperando um total de 68 minutos um robô falando que todos os atendentes deles estão ocupados. E quando consegui por um milagre contato, tive que fazer uma solicitação para conseguir o meu cupom de desconto. E fiquei esperando, recebendo lixo de promoções por email da VESTCASA e nenhum cupom. Fiz mais 3 solicitações nos dias seguintes. Um dia, liguei de novo indignada e a moça me passou o código do cupom, depois de passar por momentos de desespero. Agora quem vai pagar minha fatura de celular? Acabei gastando horrores comprando este jogo de cama, que inclusive descoloriu depois da primeira lavagem. Ah, e sem falar que a VESTCASA não tem número de ouvidoria. A Daiane que me atendeu no protocolo 7505141 não quis me passar nenhum número de telefone, e falou para mandar um email no atendimento@vestcasa.com que vai ser encaminhado para a pessoa responsável. Que palhaçada!",,Store,,,,,,,,
nao recebi o produto ainda a mais de 1 mes,,Store,,,,,,,,
"NÃO RECOMENDO,Porém com menos de uma semana de uso, criou uma bolha na tinta preta que dá o efeito de mascara negra, fiz o procedimento de troca como fui orientado pela loja e a resposta que tive foi que o defeito foi ocasionado pelo profissional que instalou, afirmação ridícula, haja vista que nem contato com o interior do farol a pessoa teve. NÃO RECOMENDO",,Store,,,,,,,,
Porque você cobram um absurdo pra entregar em um prazo e chega muito atrasado só isso,,Store,,,,,,,,
"Gostei da loja, mas não do moedor....",,Store,,,,,,,,
É uma loja seria . E de total confiança,,Store,,,,,,,,
"Aguardo solução, produto com defeito",,Store,,,,,,,,
Falta um follow up do processo mais detalhado durante a compra e entrega.,,Store,,,,,,,,
"A Friopeças fez uma confusao com meu endereço, colocou a rua certa para entrega, mas a cidade e estado diferente do meu cadastro no pedido. dos  8 dias para entrega cfe compra, viraram 26 dias, somente 18 dias de atraso deveido erro na nota fiscal. Pior q ninguem teve vontade de resolvre meu problema. pessima experiencia. não tem pessoas preparadas para tender o consumidor.",,Store,,,,,,,,
INFELISMENTE A DEMORA NA ENTREGA ESTA FAZENDO COM QUE DEIXO DE COMPRAR VIA INTERNET,,Store,,,,,,,,
Otima chegou no dia certo so n entregarão na mh cs Tiveque busca no correio,,Store,,,,,,,,
Até hoje não recebi! Isto está me causando prejuízos financeiros graves! O prazo de entrega já se esgotou faz tempo!,,Store,,,,,,,,
